date,merchant_name,cashback,category,id
2022-03-19,Аптека Низких Цен,80.38,,5
2022-03-20,Аптека Низких Цен,100.81,,5
2022-03-21,Аптека Низких Цен,152.77,,5
2022-03-22,Аптека Низких Цен,246.61,,5
2022-03-23,Аптека Низких Цен,81.93,,5
2022-03-24,Аптека Низких Цен,75.7,,5
2022-03-25,Аптека Низких Цен,95.08,,5
2022-03-26,Аптека Низких Цен,175.79,,5
2022-03-27,Аптека Низких Цен,55.74,,5
2022-03-28,Аптека Низких Цен,37.85,,5
2022-03-29,Аптека Низких Цен,53.73,,5
2022-03-30,Аптека Низких Цен,59.09,,5
2022-03-31,Аптека Низких Цен,90.39,,5
2022-02-01,Интернет-магазин Lancome.ru,206.8,Покупки,6
2022-02-02,Интернет-магазин Lancome.ru,891.12,Покупки,6
2022-02-03,Интернет-магазин Lancome.ru,160.05,Покупки,6
2022-02-04,Интернет-магазин Lancome.ru,299.99,Покупки,6
2022-02-05,Интернет-магазин Lancome.ru,546.75,Покупки,6
2022-02-06,Интернет-магазин Lancome.ru,288.74,Покупки,6
2022-02-07,Интернет-магазин Lancome.ru,134.22,Покупки,6
2022-02-08,Интернет-магазин Lancome.ru,249.63,Покупки,6
2022-02-09,Интернет-магазин Lancome.ru,187.32,Покупки,6
2022-02-10,Интернет-магазин Lancome.ru,122.82,Покупки,6
2022-02-11,Интернет-магазин Lancome.ru,160.18,Покупки,6
2022-02-12,Интернет-магазин Lancome.ru,551.69,Покупки,6
2022-02-13,Интернет-магазин Lancome.ru,290.49,Покупки,6
2022-02-14,Интернет-магазин Lancome.ru,273.0,Покупки,6
2022-02-15,Интернет-магазин Lancome.ru,475.22,Покупки,6
2022-02-16,Интернет-магазин Lancome.ru,303.81,Покупки,6
2022-02-17,Интернет-магазин Lancome.ru,301.55,Покупки,6
2022-02-18,Интернет-магазин Lancome.ru,53.2,Покупки,6
2022-02-19,Интернет-магазин Lancome.ru,26.09,Покупки,6
2022-02-20,Интернет-магазин Lancome.ru,547.97,Покупки,6
2022-02-21,Интернет-магазин Lancome.ru,210.33,Покупки,6
2022-02-22,Интернет-магазин Lancome.ru,623.2,Покупки,6
2022-02-23,Интернет-магазин Lancome.ru,239.03,Покупки,6
2022-02-24,Интернет-магазин Lancome.ru,167.46,Покупки,6
2022-02-25,Интернет-магазин Lancome.ru,97.95,Покупки,6
2022-02-26,Интернет-магазин Lancome.ru,232.0,Покупки,6
2022-02-27,Интернет-магазин Lancome.ru,282.86,Покупки,6
2022-02-28,Интернет-магазин Lancome.ru,126.79,Покупки,6
2022-03-01,Интернет-магазин Lancome.ru,1860.38,,6
2022-03-02,Интернет-магазин Lancome.ru,1307.59,,6
2022-03-03,Интернет-магазин Lancome.ru,971.14,,6
2022-03-04,Интернет-магазин Lancome.ru,1859.11,,6
2022-03-05,Интернет-магазин Lancome.ru,4202.49,,6
2022-03-06,Интернет-магазин Lancome.ru,3383.48,,6
2022-03-07,Интернет-магазин Lancome.ru,6072.53,,6
2022-03-08,Интернет-магазин Lancome.ru,6381.92,,6
2022-03-09,Интернет-магазин Lancome.ru,2167.71,,6
2022-03-10,Интернет-магазин Lancome.ru,2050.03,,6
2022-03-11,Интернет-магазин Lancome.ru,1149.95,,6
2022-03-01,Marks & Spencer,74.65,,7
2022-03-02,Marks & Spencer,219.98,,7
2022-03-03,Marks & Spencer,305.58,,7
2022-03-04,Marks & Spencer,501.0,,7
2022-04-01,Marks & Spencer,409.61,,8
2022-04-03,Marks & Spencer,43.74,,9
2022-04-04,Marks & Spencer,218.85,,9
2022-04-05,Marks & Spencer,232.9,,9
2022-04-06,Marks & Spencer,131.09,,9
2022-04-07,Marks & Spencer,129.76,,9
2022-04-08,Marks & Spencer,378.34,,9
2022-04-09,Marks & Spencer,120.86,,9
2022-04-10,Marks & Spencer,346.5,,9
2022-04-11,Marks & Spencer,28.28,,9
2022-04-12,Marks & Spencer,513.89,,9
2022-04-13,Marks & Spencer,188.68,,9
2022-04-14,Marks & Spencer,138.92,,9
2022-04-15,Marks & Spencer,125.14,,9
2022-04-16,Marks & Spencer,172.71,,9
2022-04-17,Marks & Spencer,1150.66,,9
2022-07-08,Теремок,1651.72,,10
2022-07-09,Теремок,1861.44,,10
2022-07-10,Теремок,1415.44,,10
2022-07-11,Теремок,1173.82,,10
2022-07-12,Теремок,1096.52,,10
2022-07-13,Теремок,1044.2,,10
2022-07-14,Теремок,1354.41,,10
2022-07-15,Теремок,1372.87,,10
2022-07-16,Теремок,1660.53,,10
2022-07-17,Теремок,1540.22,,10
2022-07-18,Теремок,1246.61,,10
2022-07-19,Теремок,1191.17,,10
2022-07-20,Теремок,1173.25,,10
2022-07-21,Теремок,1461.29,,10
2022-07-22,Теремок,1425.09,,10
2022-07-23,Теремок,1485.56,,10
2022-07-24,Теремок,1594.27,,10
2022-07-25,Теремок,1396.74,,10
2022-07-26,Теремок,1319.53,,10
2022-07-27,Теремок,1521.72,,10
2022-07-28,Теремок,1496.43,,10
2022-07-29,Теремок,1514.09,,10
2022-07-30,Теремок,1815.72,,10
2022-07-31,Теремок,1724.61,,10
2022-08-01,Теремок,1059.13,,10
2022-08-02,Теремок,1292.14,,10
2022-08-03,Теремок,1298.44,,10
2022-08-04,Теремок,1385.68,,10
2022-08-05,Теремок,1230.42,,10
2022-08-06,Теремок,1229.02,,10
2022-08-07,Теремок,1443.6,,10
2022-08-08,Теремок,1393.99,,10
2022-09-01,Теремок,1489.5,,11
2022-09-02,Теремок,1378.93,,11
2022-09-03,Теремок,1566.32,,11
2022-09-04,Теремок,1443.11,,11
2022-09-05,Теремок,1362.74,,11
2022-09-06,Теремок,1322.31,,11
2022-09-07,Теремок,1133.01,,11
2022-09-08,Теремок,1487.24,,11
2022-09-09,Теремок,1742.39,,11
2022-09-10,Теремок,1928.04,,11
2022-09-11,Теремок,1972.67,,11
2022-09-12,Теремок,1406.37,,11
2022-09-13,Теремок,1372.47,,11
2022-09-14,Теремок,1280.12,,11
2022-09-15,Теремок,1623.9,,11
2022-09-16,Теремок,1552.89,,11
2022-09-17,Теремок,1820.87,,11
2022-09-18,Теремок,1922.8,,11
2022-09-19,Теремок,1519.38,,11
2022-09-20,Теремок,1513.64,,11
2022-09-21,Теремок,1317.63,,11
2022-09-22,Теремок,1669.35,,11
2022-09-23,Теремок,1406.39,,11
2022-09-24,Теремок,2079.06,,11
2022-09-25,Теремок,1629.89,,11
2022-09-26,Теремок,1279.78,,11
2022-09-27,Теремок,1552.38,,11
2022-09-28,Теремок,1329.45,,11
2022-09-29,Теремок,1396.78,,11
2022-09-30,Теремок,1550.48,,11
2022-07-21,Grand Wellness,344.53,,12
2022-07-22,Grand Wellness,300.59,,12
2022-07-23,Grand Wellness,653.91,,12
2022-07-24,Grand Wellness,340.41,,12
2022-07-29,Grand Wellness,808.3,,13
2022-08-01,Grand Wellness,127.73,,14
2022-08-03,Grand Wellness,42.19,,15
2022-08-04,Grand Wellness,1096.88,,15
2022-08-06,Grand Wellness,210.94,,16
2022-08-09,Grand Wellness,17.58,,17
2022-08-11,Grand Wellness,52.73,,18
2022-08-12,Grand Wellness,999.79,,18
2022-08-18,Grand Wellness,855.88,,19
2022-01-01,Яндекс.Такси,1789.93,Сервис,20
2022-01-02,Яндекс.Такси,1471.19,Сервис,20
2022-01-03,Яндекс.Такси,1201.66,Сервис,20
2022-01-04,Яндекс.Такси,986.97,Сервис,20
2022-01-05,Яндекс.Такси,981.66,Сервис,20
2022-01-06,Яндекс.Такси,866.53,Сервис,20
2022-01-07,Яндекс.Такси,890.94,Сервис,20
2022-01-08,Яндекс.Такси,825.96,Сервис,20
2022-01-09,Яндекс.Такси,649.86,Сервис,20
2022-01-10,Яндекс.Такси,803.81,Сервис,20
2022-01-11,Яндекс.Такси,773.11,Сервис,20
2022-01-12,Яндекс.Такси,705.81,Сервис,20
2022-01-13,Яндекс.Такси,809.16,Сервис,20
2022-01-14,Яндекс.Такси,823.29,Сервис,20
2022-01-15,Яндекс.Такси,911.23,Сервис,20
2022-01-16,Яндекс.Такси,788.34,Сервис,20
2022-01-17,Яндекс.Такси,524.54,Сервис,20
2022-01-18,Яндекс.Такси,582.3,Сервис,20
2022-01-19,Яндекс.Такси,599.45,Сервис,20
2022-01-20,Яндекс.Такси,988.85,Сервис,20
2022-01-21,Яндекс.Такси,1636.47,Сервис,20
2022-01-22,Яндекс.Такси,1926.04,Сервис,20
2022-01-23,Яндекс.Такси,1349.41,Сервис,20
2022-01-24,Яндекс.Такси,1672.98,Сервис,20
2022-01-25,Яндекс.Такси,1662.44,Сервис,20
2022-01-26,Яндекс.Такси,1541.8,Сервис,20
2022-01-27,Яндекс.Такси,1468.85,Сервис,20
2022-01-28,Яндекс.Такси,1609.06,Сервис,20
2022-01-29,Яндекс.Такси,1730.33,Сервис,20
2022-01-30,Яндекс.Такси,1381.22,Сервис,20
2022-01-31,Яндекс.Такси,977.52,Сервис,20
2022-02-01,Яндекс.Такси,1024.61,Сервис,20
2022-02-02,Яндекс.Такси,965.21,Сервис,20
2022-02-03,Яндекс.Такси,869.67,Сервис,20
2022-02-04,Яндекс.Такси,1157.69,Сервис,20
2022-02-05,Яндекс.Такси,1489.76,Сервис,20
2022-02-06,Яндекс.Такси,968.21,Сервис,20
2022-02-07,Яндекс.Такси,816.46,Сервис,20
2022-02-08,Яндекс.Такси,681.71,Сервис,20
2022-02-09,Яндекс.Такси,721.38,Сервис,20
2022-02-10,Яндекс.Такси,699.35,Сервис,20
2022-02-11,Яндекс.Такси,900.27,Сервис,20
2022-02-12,Яндекс.Такси,1100.73,Сервис,20
2022-02-13,Яндекс.Такси,821.8,Сервис,20
2022-02-14,Яндекс.Такси,618.11,Сервис,20
2022-02-15,Яндекс.Такси,504.99,Сервис,20
2022-02-16,Яндекс.Такси,627.09,Сервис,20
2022-02-17,Яндекс.Такси,567.94,Сервис,20
2022-02-18,Яндекс.Такси,620.23,Сервис,20
2022-02-19,Яндекс.Такси,882.43,Сервис,20
2022-02-20,Яндекс.Такси,157.47,Сервис,20
2022-02-21,Яндекс.Такси,66.83,Сервис,20
2022-02-22,Яндекс.Такси,120.0,Сервис,20
2022-02-23,Яндекс.Такси,640.66,Сервис,20
2022-02-24,Яндекс.Такси,798.66,Сервис,20
2022-02-25,Яндекс.Такси,817.92,Сервис,20
2022-02-26,Яндекс.Такси,950.14,Сервис,20
2022-02-27,Яндекс.Такси,1032.32,Сервис,20
2022-02-28,Яндекс.Такси,877.59,Сервис,20
2022-03-01,Яндекс.Такси,917.81,,20
2022-03-02,Яндекс.Такси,817.48,,20
2022-03-03,Яндекс.Такси,837.89,,20
2022-03-04,Яндекс.Такси,839.35,,20
2022-03-05,Яндекс.Такси,1018.29,,20
2022-03-06,Яндекс.Такси,1185.59,,20
2022-03-07,Яндекс.Такси,649.09,,20
2022-03-08,Яндекс.Такси,711.13,,20
2022-03-09,Яндекс.Такси,530.73,,20
2022-03-10,Яндекс.Такси,466.99,,20
2022-03-11,Яндекс.Такси,589.01,,20
2022-03-12,Яндекс.Такси,558.99,,20
2022-03-13,Яндекс.Такси,390.31,,20
2022-03-14,Яндекс.Такси,299.8,,20
2022-03-15,Яндекс.Такси,294.75,,20
2022-03-16,Яндекс.Такси,333.16,,20
2022-03-17,Яндекс.Такси,300.49,,20
2022-03-18,Яндекс.Такси,399.66,,20
2022-03-19,Яндекс.Такси,490.07,,20
2022-03-20,Яндекс.Такси,100.31,,20
2022-03-21,Яндекс.Такси,197.69,,20
2022-03-22,Яндекс.Такси,177.76,,20
2022-03-23,Яндекс.Такси,882.16,,20
2022-03-24,Яндекс.Такси,2198.39,,20
2022-03-25,Яндекс.Такси,4370.97,,20
2022-03-26,Яндекс.Такси,5882.09,,20
2022-03-27,Яндекс.Такси,4797.49,,20
2022-03-28,Яндекс.Такси,4236.87,,20
2022-03-29,Яндекс.Такси,467.57,,20
2022-03-30,Яндекс.Такси,81.98,,20
2022-03-31,Яндекс.Такси,97.23,,20
2022-04-01,Яндекс.Такси,1582.1,,20
2022-04-02,Яндекс.Такси,2328.05,,20
2022-04-03,Яндекс.Такси,1542.14,,20
2022-04-04,Яндекс.Такси,2108.12,,20
2022-04-05,Яндекс.Такси,2188.04,,20
2022-04-06,Яндекс.Такси,2287.33,,20
2022-04-07,Яндекс.Такси,2423.11,,20
2022-04-08,Яндекс.Такси,2590.64,,20
2022-04-09,Яндекс.Такси,2854.51,,20
2022-04-10,Яндекс.Такси,2023.98,,20
2022-04-11,Яндекс.Такси,2592.84,,20
2022-04-12,Яндекс.Такси,3622.26,,20
2022-04-13,Яндекс.Такси,12111.81,,20
2022-04-14,Яндекс.Такси,10322.27,,20
2022-04-15,Яндекс.Такси,10761.8,,20
2022-04-16,Яндекс.Такси,10510.92,,20
2022-04-17,Яндекс.Такси,6908.25,,20
2022-04-18,Яндекс.Такси,5067.29,,20
2022-04-19,Яндекс.Такси,4963.3,,20
2022-04-20,Яндекс.Такси,1459.8,,20
2022-04-21,Яндекс.Такси,1577.38,,20
2022-04-22,Яндекс.Такси,1629.69,,20
2022-04-23,Яндекс.Такси,2001.57,,20
2022-04-24,Яндекс.Такси,1572.94,,20
2022-04-25,Яндекс.Такси,1245.09,,20
2022-04-26,Яндекс.Такси,1216.61,,20
2022-04-27,Яндекс.Такси,1355.99,,20
2022-04-28,Яндекс.Такси,1326.91,,20
2022-04-29,Яндекс.Такси,1693.26,,20
2022-04-30,Яндекс.Такси,1774.58,,20
2022-05-01,Яндекс.Такси,130.66,,20
2022-05-02,Яндекс.Такси,121.08,,20
2022-05-03,Яндекс.Такси,140.03,,20
2022-05-04,Яндекс.Такси,131.05,,20
2022-05-05,Яндекс.Такси,103.54,,20
2022-05-06,Яндекс.Такси,167.02,,20
2022-05-07,Яндекс.Такси,150.87,,20
2022-05-08,Яндекс.Такси,112.27,,20
2022-05-09,Яндекс.Такси,62.9,,20
2022-05-10,Яндекс.Такси,121.67,,20
2022-05-11,Яндекс.Такси,136.39,,20
2022-05-12,Яндекс.Такси,117.12,,20
2022-05-13,Яндекс.Такси,101.97,,20
2022-05-14,Яндекс.Такси,196.91,,20
2022-05-15,Яндекс.Такси,122.65,,20
2022-05-16,Яндекс.Такси,73.37,,20
2022-05-17,Яндекс.Такси,93.2,,20
2022-05-18,Яндекс.Такси,93.09,,20
2022-05-19,Яндекс.Такси,55.35,,20
2022-05-20,Яндекс.Такси,75.67,,20
2022-05-21,Яндекс.Такси,90.49,,20
2022-05-22,Яндекс.Такси,100.7,,20
2022-05-23,Яндекс.Такси,72.83,,20
2022-05-24,Яндекс.Такси,51.14,,20
2022-05-25,Яндекс.Такси,102.98,,20
2022-05-26,Яндекс.Такси,110.92,,20
2022-05-27,Яндекс.Такси,111.62,,20
2022-05-28,Яндекс.Такси,115.52,,20
2022-05-29,Яндекс.Такси,152.61,,20
2022-05-30,Яндекс.Такси,73.02,,20
2022-05-31,Яндекс.Такси,100.67,,20
2022-06-01,Яндекс.Такси,2532.02,,20
2022-06-02,Яндекс.Такси,4105.77,,20
2022-06-03,Яндекс.Такси,4692.45,,20
2022-06-04,Яндекс.Такси,4569.43,,20
2022-06-05,Яндекс.Такси,4322.68,,20
2022-06-06,Яндекс.Такси,3813.86,,20
2022-06-07,Яндекс.Такси,3918.48,,20
2022-06-08,Яндекс.Такси,4088.96,,20
2022-06-09,Яндекс.Такси,4463.2,,20
2022-06-10,Яндекс.Такси,5850.3,,20
2022-06-11,Яндекс.Такси,6003.84,,20
2022-06-12,Яндекс.Такси,5352.22,,20
2022-06-13,Яндекс.Такси,4171.2,,20
2022-06-14,Яндекс.Такси,4633.15,,20
2022-06-15,Яндекс.Такси,4963.8,,20
2022-06-16,Яндекс.Такси,5152.53,,20
2022-06-17,Яндекс.Такси,7112.16,,20
2022-06-18,Яндекс.Такси,7536.17,,20
2022-06-19,Яндекс.Такси,6524.56,,20
2022-06-20,Яндекс.Такси,8098.16,,20
2022-06-21,Яндекс.Такси,9801.05,,20
2022-06-22,Яндекс.Такси,12305.02,,20
2022-06-23,Яндекс.Такси,12798.74,,20
2022-06-24,Яндекс.Такси,14879.46,,20
2022-06-25,Яндекс.Такси,18727.75,,20
2022-06-26,Яндекс.Такси,15648.66,,20
2022-06-27,Яндекс.Такси,15236.19,,20
2022-06-28,Яндекс.Такси,14685.89,,20
2022-06-29,Яндекс.Такси,14711.42,,20
2022-06-30,Яндекс.Такси,16542.24,,20
2022-07-01,Яндекс.Такси,15221.0,,20
2022-07-02,Яндекс.Такси,15944.03,,20
2022-07-03,Яндекс.Такси,11683.84,,20
2022-07-04,Яндекс.Такси,11419.02,,20
2022-07-05,Яндекс.Такси,12403.21,,20
2022-07-06,Яндекс.Такси,12067.85,,20
2022-07-07,Яндекс.Такси,13386.79,,20
2022-07-08,Яндекс.Такси,15222.01,,20
2022-07-09,Яндекс.Такси,14739.98,,20
2022-07-10,Яндекс.Такси,12708.59,,20
2022-07-11,Яндекс.Такси,12227.95,,20
2022-07-12,Яндекс.Такси,13455.25,,20
2022-07-13,Яндекс.Такси,13538.2,,20
2022-07-14,Яндекс.Такси,15303.92,,20
2022-07-15,Яндекс.Такси,17215.25,,20
2022-07-16,Яндекс.Такси,5550.83,,20
2022-07-17,Яндекс.Такси,3954.84,,20
2022-07-18,Яндекс.Такси,3894.87,,20
2022-07-19,Яндекс.Такси,4468.32,,20
2022-07-20,Яндекс.Такси,108.4,,20
2022-07-21,Яндекс.Такси,142.31,,20
2022-07-22,Яндекс.Такси,76.19,,20
2022-07-23,Яндекс.Такси,221.81,,20
2022-07-24,Яндекс.Такси,107.36,,20
2022-07-25,Яндекс.Такси,112.32,,20
2022-07-26,Яндекс.Такси,155.97,,20
2022-07-27,Яндекс.Такси,62.06,,20
2022-07-28,Яндекс.Такси,175.25,,20
2022-07-29,Яндекс.Такси,91.17,,20
2022-07-30,Яндекс.Такси,154.19,,20
2022-07-31,Яндекс.Такси,106.51,,20
2022-08-01,Яндекс.Такси,88.43,,20
2022-08-02,Яндекс.Такси,71.97,,20
2022-08-03,Яндекс.Такси,99.86,,20
2022-08-04,Яндекс.Такси,85.31,,20
2022-08-05,Яндекс.Такси,168.08,,20
2022-08-06,Яндекс.Такси,166.57,,20
2022-08-07,Яндекс.Такси,167.34,,20
2022-08-08,Яндекс.Такси,199.06,,20
2022-08-09,Яндекс.Такси,136.37,,20
2022-08-10,Яндекс.Такси,127.0,,20
2022-08-11,Яндекс.Такси,138.75,,20
2022-08-12,Яндекс.Такси,105.51,,20
2022-08-13,Яндекс.Такси,195.41,,20
2022-08-14,Яндекс.Такси,154.37,,20
2022-08-15,Яндекс.Такси,180.17,,20
2022-08-16,Яндекс.Такси,156.36,,20
2022-08-17,Яндекс.Такси,173.52,,20
2022-08-18,Яндекс.Такси,183.5,,20
2022-08-19,Яндекс.Такси,140.19,,20
2022-08-20,Яндекс.Такси,135.48,,20
2022-08-21,Яндекс.Такси,208.18,,20
2022-08-22,Яндекс.Такси,161.44,,20
2022-08-23,Яндекс.Такси,160.72,,20
2022-08-24,Яндекс.Такси,100.08,,20
2022-08-25,Яндекс.Такси,106.87,,20
2022-08-26,Яндекс.Такси,131.59,,20
2022-08-27,Яндекс.Такси,175.61,,20
2022-08-28,Яндекс.Такси,175.51,,20
2022-08-29,Яндекс.Такси,116.55,,20
2022-08-30,Яндекс.Такси,160.87,,20
2022-08-31,Яндекс.Такси,111.25,,20
2022-09-01,Яндекс.Такси,72.91,,20
2022-09-02,Яндекс.Такси,180.98,,20
2022-09-03,Яндекс.Такси,187.62,,20
2022-09-04,Яндекс.Такси,94.76,,20
2022-09-05,Яндекс.Такси,107.25,,20
2022-09-06,Яндекс.Такси,86.87,,20
2022-09-07,Яндекс.Такси,106.87,,20
2022-09-08,Яндекс.Такси,96.66,,20
2022-09-09,Яндекс.Такси,123.23,,20
2022-09-10,Яндекс.Такси,164.06,,20
2022-09-11,Яндекс.Такси,108.49,,20
2022-09-12,Яндекс.Такси,247.57,,20
2022-09-13,Яндекс.Такси,237.9,,20
2022-09-14,Яндекс.Такси,320.2,,20
2022-09-15,Яндекс.Такси,364.77,,20
2022-09-16,Яндекс.Такси,366.48,,20
2022-09-17,Яндекс.Такси,342.23,,20
2022-09-18,Яндекс.Такси,309.8,,20
2022-09-19,Яндекс.Такси,50.93,,20
2022-09-20,Яндекс.Такси,114.53,,20
2022-09-21,Яндекс.Такси,117.85,,20
2022-09-22,Яндекс.Такси,71.66,,20
2022-09-23,Яндекс.Такси,115.8,,20
2022-09-24,Яндекс.Такси,79.24,,20
2022-09-25,Яндекс.Такси,186.33,,20
2022-09-26,Яндекс.Такси,177.38,,20
2022-09-27,Яндекс.Такси,164.01,,20
2022-09-28,Яндекс.Такси,105.03,,20
2022-09-29,Яндекс.Такси,123.6,,20
2022-09-30,Яндекс.Такси,149.46,,20
2022-10-01,Яндекс.Такси,166.84,,20
2022-10-02,Яндекс.Такси,165.54,,20
2022-10-03,Яндекс.Такси,93.76,,20
2022-10-04,Яндекс.Такси,147.2,,20
2022-10-05,Яндекс.Такси,55.58,,20
2022-10-06,Яндекс.Такси,151.99,,20
2022-10-07,Яндекс.Такси,1.43,,20
2022-10-08,Яндекс.Такси,49.07,,20
2022-10-09,Яндекс.Такси,165.69,,20
2022-10-10,Яндекс.Такси,312.59,,20
2022-10-11,Яндекс.Такси,694.63,,20
2022-10-12,Яндекс.Такси,846.2,,20
2022-10-13,Яндекс.Такси,927.43,,20
2022-10-14,Яндекс.Такси,1160.25,,20
2022-10-15,Яндекс.Такси,1307.07,,20
2022-10-16,Яндекс.Такси,1048.6,,20
2022-10-17,Яндекс.Такси,1353.84,,20
2022-10-18,Яндекс.Такси,1430.42,,20
2022-10-19,Яндекс.Такси,1317.98,,20
2022-10-20,Яндекс.Такси,1398.66,,20
2022-10-21,Яндекс.Такси,1540.82,,20
2022-10-22,Яндекс.Такси,1810.75,,20
2022-10-23,Яндекс.Такси,1298.87,,20
2022-10-24,Яндекс.Такси,1451.07,,20
2022-10-25,Яндекс.Такси,1320.77,,20
2022-10-26,Яндекс.Такси,1305.64,,20
2022-10-27,Яндекс.Такси,1315.49,,20
2022-10-28,Яндекс.Такси,1666.75,,20
2022-10-29,Яндекс.Такси,2068.34,,20
2022-10-30,Яндекс.Такси,1625.33,,20
2022-10-31,Яндекс.Такси,1927.84,,20
2022-11-01,Яндекс.Такси,374.3,,20
2022-11-02,Яндекс.Такси,636.4,,20
2022-11-03,Яндекс.Такси,652.07,,20
2022-11-04,Яндекс.Такси,575.46,,20
2022-11-05,Яндекс.Такси,432.9,,20
2022-11-06,Яндекс.Такси,337.95,,20
2022-11-07,Яндекс.Такси,346.19,,20
2022-11-08,Яндекс.Такси,333.45,,20
2022-11-09,Яндекс.Такси,269.56,,20
2022-11-10,Яндекс.Такси,370.29,,20
2022-11-11,Яндекс.Такси,463.4,,20
2022-11-12,Яндекс.Такси,435.12,,20
2022-11-13,Яндекс.Такси,317.05,,20
2022-11-14,Яндекс.Такси,235.97,,20
2022-11-15,Яндекс.Такси,239932.85,,20
2022-11-16,Яндекс.Такси,273.21,,20
2022-11-17,Яндекс.Такси,288.61,,20
2022-11-18,Яндекс.Такси,340.82,,20
2022-11-19,Яндекс.Такси,333.37,,20
2022-11-20,Яндекс.Такси,174.95,,20
2022-11-21,Яндекс.Такси,186.23,,20
2022-11-22,Яндекс.Такси,227.87,,20
2022-11-23,Яндекс.Такси,234.63,,20
2022-11-24,Яндекс.Такси,197.89,,20
2022-11-25,Яндекс.Такси,249.99,,20
2022-11-26,Яндекс.Такси,272.82,,20
2022-11-27,Яндекс.Такси,212.13,,20
2022-11-28,Яндекс.Такси,171.83,,20
2022-11-29,Яндекс.Такси,186.82,,20
2022-11-30,Яндекс.Такси,171.68,,20
2022-03-31,Smart Reading,467.58,,21
2022-04-02,Smart Reading,467.46,,22
2022-04-03,Smart Reading,233.79,,22
2022-04-04,Smart Reading,233.91,,22
2022-04-09,Smart Reading,467.58,,23
2022-04-10,Smart Reading,233.67,,23
2022-04-12,Smart Reading,514.39,,24
2022-04-16,Smart Reading,46.82,,25
2022-04-17,Smart Reading,17.52,,25
2022-04-21,Smart Reading,613.36,,26
2022-04-22,Smart Reading,204.49,,26
2022-04-23,Smart Reading,204.49,,26
2022-04-25,Smart Reading,204.49,,27
2022-04-26,Smart Reading,408.98,,27
2022-05-03,Smart Reading,204.49,,28
2022-05-04,Smart Reading,204.38,,28
2022-05-05,Smart Reading,204.49,,28
2022-05-06,Smart Reading,408.87,,28
2022-05-09,Smart Reading,204.49,,29
2022-05-10,Smart Reading,204.49,,29
2022-05-12,Smart Reading,408.98,,30
2022-05-16,Smart Reading,204.49,,31
2022-05-17,Smart Reading,408.98,,31
2022-05-20,Smart Reading,204.38,,32
2022-05-22,Smart Reading,496.88,,33
2022-05-23,Smart Reading,157.5,,33
2022-05-25,Smart Reading,496.76,,34
2022-01-24,Логомашина,1500.0,Покупки,35
2022-01-25,Логомашина,23.2,Покупки,35
2022-01-27,Логомашина,234.38,Покупки,36
2022-01-28,Логомашина,374.77,Покупки,36
2022-01-29,Логомашина,1500.0,Покупки,36
